miete,mieteqm,flaeche,bjahr,bad,kueche,lage,zh,bezv,bez
1403.9,14.039,100,1983,0,0,2,1,1951,20
468.5,16.73214,28,1939,0,0,1,1,2414,24
390.1,6.001539,65,1957.5,0,0,2,0,923,9
864.6,14.65424,59,1918,0,0,2,1,914,9
530.2,9.818519,54,1937,0,0,1,1,732,7
492.8,14.49412,34,1957,0,0,1,1,424,4
986,17.92727,55,1984,0,0,2,1,1842,18
900.6,11.11852,81,1929,0,0,2,1,914,9
1025.4,13.49211,76,1966,0,0,1,1,1712,17
483.5,7.007246,69,1939,0,0,1,1,522,5
1338.2,22.30333,60,1991,1,0,1,1,1721,17
1174.6,14.15181,83,1918,0,0,2,1,113,1
473.3,15.26774,31,1970,0,0,2,1,220,2
1315.8,21.93,60,1991,0,0,2,1,331,3
840.8,10.64304,79,1962,0,0,1,1,1821,18
661.1,8.698684,76,1929,0,0,1,1,623,6
438.6,8.434615,52,1929,0,0,1,1,611,6
615.1,16.62432,37,1965,0,0,1,1,1123,11
1843.4,21.18851,87,1991,0,0,1,1,542,5
1966.2,17.87454,110,1929,0,0,2,1,914,9
923.9,11.54875,80,1969,0,0,1,1,1642,16
726.4,22.01212,33,1991,0,0,2,1,1634,16
969.8,12.5948,77,1918,0,0,1,1,251,3
1041.6,14.67042,71,1969,0,0,2,1,2526,25
700.9,10.78308,65,1957.5,0,0,1,1,2325,23
955.1,15.16032,63,1971,0,0,1,1,2325,23
907.4,13.96,65,1962,0,0,2,1,1951,20
609.9,7.010345,87,1989,0,1,3,1,1952,20
1502.9,18.78625,80,1983,0,0,3,1,1954,20
785.2,18.26047,43,1918,0,0,1,1,1811,18
1040.4,13.16962,79,1975,1,0,2,1,563,6
466.1,9.710417,48,1918,0,0,2,1,913,9
1119.4,18.35082,61,1972,0,0,1,1,1934,19
1311.8,20.49688,64,1991,0,0,2,1,1931,19
953.5,10.59444,90,1918,0,0,2,0,414,4
1032.9,13.59079,76,1937,0,0,2,1,1241,12
447.6,7.852632,57,1918,0,0,2,0,242,2
469.7,13.04722,36,1972,0,0,1,1,962,10
1239.2,13.32473,93,1957.5,0,0,2,1,412,4
878.5,9.761111,90,1955,0,0,2,1,426,4
831.6,10.52658,79,1957,0,0,1,1,963,10
821.6,8.930434,92,1955,1,0,1,1,1112,11
594.4,7.43,80,1955,0,0,1,1,1111,11
609.5,7.61875,80,1918,0,0,1,1,814,8
1185.2,16.93143,70,1918,0,0,1,1,822,8
553.7,9.384746,59,1938,0,0,1,1,1714,17
569.7,10.35818,55,1955,0,0,1,0,424,4
452.8,11.0439,41,1951,0,0,2,1,1244,12
604.2,10.78929,56,1954,0,0,2,1,413,4
1278.4,18.26286,70,1972,0,0,1,1,1712,17
1010.4,11.48182,88,1959,0,0,1,1,1713,17
1085.6,12.62326,86,1970,0,0,1,1,713,7
931,16.33333,57,1957.5,0,0,2,1,531,5
1054.6,15.50882,68,1981,0,0,2,1,373,4
657.1,23.46786,28,1957.5,0,0,1,1,321,3
573.5,10.24107,56,1924,0,0,1,1,1812,18
1454.3,15.14896,96,1940,0,0,2,1,1375,14
981.2,15.09538,65,1983,0,0,1,1,1646,16
972.7,12.79868,76,1983,0,0,2,1,1543,15
1178.4,16.14247,73,1969,0,0,1,1,1515,15
1152,17.45455,66,1967,0,0,1,1,1361,14
745.5,16.20652,46,1957.5,0,0,1,1,1312,13
913.7,16.92037,54,1957.5,0,0,2,1,563,6
834.6,10.98158,76,1957.5,0,0,2,1,411,4
668.3,9.827941,68,1961,0,0,1,1,1013,10
1112.5,14.26282,78,1962,0,0,1,1,432,4
474.8,13.18889,36,1961,0,0,1,1,432,4
715.5,11.72951,61,1957.5,0,0,2,1,413,4
1221,15.4557,79,1963,0,1,1,1,422,4
312.7,9.19706,34,1957.5,0,0,2,1,350,4
346.9,10.84062,32,1960,1,0,2,1,360,4
934.9,13.74853,68,1973,0,0,1,1,2147,21
902.1,6.443571,140,1939,1,0,2,1,415,4
933.9,17.29445,54,1983,0,0,1,1,2113,21
678.5,8.48125,80,1960,0,0,1,1,522,5
1455.3,19.93562,73,1981,0,1,2,1,923,9
1054.5,21.09,50,1993,0,0,1,1,2131,21
1022.6,20.05098,51,1989,0,0,1,1,252,3
526.7,15.04857,35,1972,0,0,1,1,261,3
492.6,7.463636,66,1929,0,0,2,1,813,8
1488.7,15.50729,96,1970,0,0,2,1,2144,21
917.6,9.363265,98,1918,0,0,1,1,1711,17
1068.3,16.69219,64,1924,0,0,2,1,413,4
676.4,13.00769,52,1974,0,0,1,1,1402,14
638.5,8.868055,72,1968,0,0,2,1,2221,22
774,12.9,60,1965,0,0,1,1,1404,14
1055.7,22.4617,47,1971,0,0,1,1,1617,16
818.6,10.49487,78,1967,0,0,1,1,1957,20
1031.1,18.74727,55,1967,0,0,1,1,1912,19
621.2,8.627778,72,1918,0,1,3,1,1952,20
928.9,13.66029,68,1918,0,0,1,1,1811,18
421.8,13.18125,32,1918,0,0,1,0,1812,18
1113.2,19.52982,57,1958,0,0,1,1,563,6
1724.2,19.81839,87,1918,0,0,1,1,565,6
985.6,12.6359,78,1918,0,0,1,1,1811,18
1274.7,16.34231,78,1982,0,0,1,1,813,8
777.8,11.96615,65,1957.5,0,0,1,1,563,6
677.3,16.12619,42,1939,0,0,2,1,210,2
749.8,14.41923,52,1966,0,0,2,1,113,1
832.5,13.64754,61,1957.5,0,0,2,1,372,4
1128.3,15.044,75,1958,0,0,2,1,371,4
708.8,11.25079,63,1957.5,0,0,2,1,321,3
1050.2,10.19612,103,1949,0,0,1,1,323,3
996.2,14.23143,70,1957.5,0,0,2,1,350,4
1372.9,18.30533,75,1957.5,0,0,2,1,350,4
1272.6,18.71471,68,1983,0,0,2,1,1242,12
713.8,16.6,43,1939,0,0,1,1,1401,14
746.4,26.65714,28,1962,0,0,1,1,927,9
504.5,15.76563,32,1960,0,0,1,1,1811,18
951.2,10.45275,91,1960,0,0,1,1,963,10
579.3,9.051562,64,1937,0,0,2,1,2524,25
257.2,5.358334,48,1956,0,0,1,0,2522,25
1060.3,13.95132,76,1937,0,0,1,1,1942,19
892.8,10.8878,82,1962,0,0,1,1,1821,18
532,4.325203,123,1918,0,0,2,0,1812,18
632.6,9.30294,68,1939,0,0,2,0,350,4
320.2,5.617544,57,1954,0,0,1,1,1371,14
643.3,12.866,50,1969,0,0,1,1,1342,13
2070.1,21.12347,98,1929,0,0,2,1,411,4
1648.4,14.98545,110,1939,0,0,2,1,413,4
1345.2,14.94667,90,1985,0,0,1,1,714,7
636.3,8.157692,78,1968,0,0,2,1,732,7
1106.9,12.03152,92,1918,1,0,1,1,2322,23
534.7,10.48431,51,1957.5,0,0,1,0,1401,14
200.3,2.861428,70,1929,0,0,1,0,1911,19
792.9,13.67069,58,1937,0,0,2,1,732,7
535.2,7.042105,76,1924,0,0,1,0,1713,17
1418.3,17.08795,83,1991,0,0,1,1,1712,17
507.7,13.72162,37,1966,0,0,1,1,1923,19
739.5,9.993243,74,1918,0,0,2,1,531,5
1168.4,17.18235,68,1929,0,0,2,1,232,2
413.7,3.760909,110,1929,0,0,2,1,531,5
864.7,12.00972,72,1918,0,0,1,1,951,10
1464.5,15.74731,93,1970,0,0,2,1,1262,13
696.3,15.47333,45,1992,0,1,1,1,1322,13
1271.8,17.91268,71,1986,0,1,2,1,714,7
1533.9,15.49394,99,1957.5,0,0,1,1,623,6
1217,12.17,100,1966,0,0,1,1,2221,22
1288.4,20.78065,62,1996,0,1,2,1,232,2
1103.5,17.24219,64,1931,0,0,2,0,1243,12
938.4,11.58519,81,1959,0,0,2,1,1241,12
1106.5,13.01765,85,1929,0,0,2,1,1243,12
924.8,7.706666,120,1918,0,0,2,1,411,4
712.8,8.385882,85,1939,0,0,2,0,426,4
920.9,10.9631,84,1967,0,0,1,1,2221,22
480,9.230769,52,1972,0,0,1,1,1132,11
1253.1,11.8217,106,1939,0,0,2,1,413,4
928.4,12.89444,72,1955,0,0,1,1,422,4
775.8,14.63774,53,1984,0,0,1,1,714,7
1038.3,21.63125,48,1962,0,0,2,1,2528,25
359.1,7.041177,51,1955,0,0,1,1,963,10
728.4,14.568,50,1982,0,0,1,1,734,7
771.5,16.07292,48,1957.5,0,0,1,1,331,3
742.2,8.942169,83,1959,0,0,1,1,1812,18
903.8,18.076,50,1986,0,0,1,1,1712,17
1872.3,21.77093,86,1994,0,0,2,1,2032,20
1148.5,12.4837,92,1918,0,0,1,1,252,3
1144.3,14.86104,77,1974,1,0,2,1,1943,19
762,7.85567,97,1971,0,0,2,1,2515,25
528.2,11.73778,45,1972,0,0,1,1,424,4
693.5,14.44792,48,1918,0,0,2,0,563,6
648.9,17.53784,37,1953,0,0,1,1,1236,12
292,6.488889,45,1957.5,0,0,2,0,374,4
2006.9,21.35,94,1972,0,1,2,1,425,4
911.4,10.35682,88,1939,1,0,1,1,1714,17
968.2,9.981443,97,1918,0,0,2,0,426,4
825.4,21.72105,38,1972,0,0,2,1,1244,12
1273.1,14.14556,90,1960,0,0,1,1,624,6
1600.2,14.54727,110,1918,0,0,2,1,1244,12
965.5,17.87963,54,1991,0,0,1,1,1712,17
429.8,4.621505,93,1918,0,0,2,0,153,2
1214.5,18.12687,67,1929,0,0,2,1,914,9
815.3,12.54308,65,1959,0,0,1,1,1132,11
839.1,13.11094,64,1963,0,0,1,1,611,6
1389.1,11.1128,125,1929,0,0,2,1,913,9
1016.5,12.54938,81,1971,0,0,2,1,1954,20
754.9,15.40612,49,1960,0,0,1,1,422,4
2277.6,23.725,96,1986,0,0,2,1,1371,14
516.7,6.151191,84,1939,0,0,1,1,1013,10
531.7,6.406024,83,1957.5,0,0,1,1,422,4
546.7,5.942391,92,1929,0,0,1,0,816,8
694.8,12.86667,54,1972,0,0,1,1,1401,14
1144,10.79245,106,1959,0,0,1,1,723,7
706.6,11.77667,60,1967,0,0,1,1,1942,19
1129.6,17.37846,65,1972,0,0,1,1,1944,19
946.9,11.01047,86,1973,0,0,1,1,2024,20
879,10.71951,82,1959,0,0,2,1,1842,18
1238.3,14.91928,83,1989,0,0,2,1,1644,16
341.7,10.35455,33,1939,0,0,2,1,541,5
971.1,16.185,60,1955,0,0,1,1,927,9
396.7,9.225582,43,1954,0,0,1,1,1612,16
1581.1,17.00108,93,1957.5,0,1,1,1,1361,14
599,5.445455,110,1918,0,0,2,0,1354,14
478.3,14.49394,33,1918,0,0,2,0,152,2
449.2,10.20909,44,1957.5,0,0,1,1,1712,17
670.1,7.283695,92,1957.5,0,0,2,1,333,3
1029.8,13.03544,79,1978,0,0,1,1,2025,20
1002.2,17.27931,58,1918,0,0,2,1,942,9
1116.9,18.01452,62,1957.5,0,0,1,1,962,10
616.9,11.63962,53,1960,0,0,2,1,951,10
628.5,6.285,100,1918,0,0,2,0,943,9
928.9,18.578,50,1964,0,0,1,1,1712,17
948.1,11.42289,83,1961,0,0,1,1,723,7
945.9,15.50656,61,1954,0,0,1,1,1821,18
604.9,26.3,23,1957,0,0,2,1,1261,13
1468.7,18.35875,80,1983,0,0,1,1,1124,11
488.6,12.5282,39,1939,0,0,1,1,1924,19
1059.8,12.04318,88,1977,0,0,1,1,1634,16
747.3,21.35143,35,1929,0,0,2,1,321,3
995.8,12.1439,82,1971,0,0,1,1,713,7
705.7,11.76167,60,1918,0,0,1,1,612,6
1117.9,18.63167,60,1986,1,0,2,1,2132,21
899.5,11.99333,75,1963,0,0,1,1,1014,10
655.2,7.361798,89,1957.5,0,0,2,0,1375,14
685.1,11.41833,60,1918,0,0,2,0,815,8
730.8,9.135,80,1941,0,0,1,1,734,7
673.9,10.52969,64,1960,0,0,1,1,1402,14
1060.5,10.605,100,1929,0,0,1,1,543,5
1261.4,22.12983,57,1960,0,0,1,1,1822,18
668.4,9.686956,69,1918,0,0,1,0,552,6
600.3,6.003,100,1924,0,0,2,1,521,5
677.9,8.919737,76,1929,0,0,2,0,561,6
881.1,9.577173,92,1958,0,0,2,1,561,6
557.9,5.313334,105,1982,1,1,2,1,1832,18
2025.7,14.78613,137,1918,0,0,2,1,1375,14
652.8,18.65143,35,1957.5,0,0,2,1,942,9
871.1,13.61094,64,1970,0,0,1,1,1375,14
1493.9,18.21829,82,1962,0,0,1,1,951,10
1026.7,20.534,50,1991,0,0,1,1,1832,18
1417.2,18.16923,78,1994.5,0,0,1,1,1406,14
193.5,4.607143,42,1939,0,0,2,1,964,10
1354.7,18.81528,72,1918,0,0,2,1,562,6
937.3,14.87778,63,1958,0,0,1,1,1713,17
898.5,8.985,100,1918,0,0,1,0,1713,17
722.8,12.46207,58,1960,0,0,1,1,1713,17
578.5,19.94828,29,1957.5,0,0,1,1,1711,17
1454.2,14.11845,103,1939,0,0,1,1,1912,19
1090.1,9.562281,114,1918,0,0,2,1,532,5
853.3,23.06216,37,1971,0,0,2,1,1854,19
919.7,14.37031,64,1965,0,0,1,1,1944,19
1016.8,9.776923,104,1918,0,0,3,1,912,9
487.7,6.967143,70,1918,0,0,2,1,412,4
657.9,12.41321,53,1972,0,0,2,1,942,9
1008.2,9.982179,101,1929,1,0,1,1,1011,10
1876,16.60177,113,1972,1,0,1,1,1406,14
1209.6,17.53043,69,1939,0,0,2,0,914,9
555.8,5.146296,108,1918,0,0,1,1,1375,14
1150.4,16.20282,71,1968,0,0,2,1,1333,13
519.9,9.809435,53,1982,0,0,2,1,411,4
699.2,9.988571,70,1967,0,0,1,1,1341,13
494.4,14.98182,33,1956,0,0,2,1,532,5
518.5,10.37,50,1957.5,0,0,2,1,916,9
907.5,18.15,50,1957.5,0,0,2,1,113,1
999.1,9.7,103,1930,0,0,1,1,1404,14
843.8,15.34182,55,1918,0,0,1,1,623,6
1437.2,14.0902,102,1979,0,0,1,1,1611,16
1170.2,14.81266,79,1957.5,0,0,1,1,563,6
1836.3,12.5774,146,1979,0,0,1,1,1611,16
595,13.52273,44,1966,0,0,1,1,2514,25
699.7,17.4925,40,1918,0,0,2,1,231,2
707.1,9.427999,75,1940,0,0,1,1,2525,25
973.2,18.02222,54,1929,0,0,1,0,1924,19
735.9,17.94878,41,1956,0,0,2,1,1853,19
1107.8,13.50976,82,1973,1,0,2,1,711,7
769.2,20.24211,38,1966,0,0,2,1,732,7
1461,15.88043,92,1973,0,0,1,1,713,7
829.5,16.59,50,1957.5,0,0,2,1,153,2
1335.1,16.08554,83,1972,0,0,1,1,1911,19
714.6,12.32069,58,1972,0,0,1,1,1831,18
679.9,10.46,65,1918,0,0,2,1,220,2
607.8,13.81364,44,1973,0,0,1,1,1643,16
1169.9,14.26707,82,1984,0,0,1,1,1634,16
842,12.38235,68,1965,0,0,1,1,1944,19
570.3,9.505,60,1918,0,0,1,1,552,6
748,10.68571,70,1957.5,0,0,1,0,1811,18
515.6,16.1125,32,1972,0,0,1,1,1712,17
924.3,7.7025,120,1918,0,0,2,1,511,5
437.1,10.9275,40,1957.5,0,0,1,1,623,6
740,14.8,50,1991,0,1,1,1,623,6
497.5,17.76786,28,1963,0,0,1,1,711,7
814.4,10.30886,79,1970,0,0,2,1,713,7
879.8,19.55111,45,1957.5,0,0,2,1,412,4
1241,12.41,100,1971,0,0,2,1,1852,19
1219.8,19.36191,63,1985,0,0,1,1,1942,19
462.2,8.403637,55,1972,0,0,1,1,1932,19
611.2,11.31852,54,1962,0,0,1,1,1933,19
894.8,13.35522,67,1963,0,0,1,1,1712,17
814.5,13.80509,59,1933,0,0,1,1,1911,19
1534.3,18.05059,85,1994.5,0,0,1,1,2514,25
896.5,13.79231,65,1918,0,0,2,1,913,9
1077.3,18.57414,58,1986,0,0,1,1,623,6
1439.6,18.9421,76,1992,0,0,1,1,1406,14
730.7,13.04821,56,1957.5,0,0,2,1,1943,19
1544.9,22.07,70,1989,0,0,2,1,2025,20
965.6,18.56923,52,1972,1,0,1,1,1927,19
730.2,11.23385,65,1962,0,0,1,1,1404,14
715.2,16.63256,43,1991,0,0,2,1,1532,15
839.4,12.34412,68,1964,0,0,1,1,1402,14
1594,17.71111,90,1979,0,1,1,1,1401,14
1319.9,20.62344,64,1957,0,0,1,1,1711,17
804.1,11.48714,70,1965,0,0,1,1,1712,17
718.3,17.9575,40,1929,0,0,2,1,541,5
569,21.88461,26,1972,0,0,2,0,350,4
1105.9,28.35641,39,1983,0,0,2,1,531,5
512.1,10.66875,48,1932,0,0,1,1,1812,18
1322.7,18.89571,70,1991,0,0,1,1,1911,19
674,19.25714,35,1995,0,0,1,1,623,6
474.5,12.82432,37,1957.5,0,0,1,1,1133,11
1826.9,22.27927,82,1984,0,0,3,1,1952,20
263.2,4.537931,58,1918,0,0,1,0,1912,19
897.2,23.00513,39,1991,0,0,1,1,623,6
964.9,13.59014,71,1918,0,0,1,1,563,6
459,14.34375,32,1972,0,0,2,1,563,6
641.2,7.370115,87,1957.5,0,0,2,1,125,1
348.3,7.74,45,1918,0,0,2,0,350,4
737.7,19.41316,38,1957.5,0,0,1,1,1617,16
538.7,12.82619,42,1964,0,0,1,1,1406,14
1282.3,10.2584,125,1918,0,0,2,1,1262,13
2355.7,23.32376,101,1980,0,0,2,1,411,4
1259.7,16.15,78,1957,0,0,1,1,713,7
1499.1,24.17903,62,1993,0,0,2,1,2022,20
537,6.033708,89,1930,0,0,1,1,816,8
903,13.89231,65,1918,0,0,2,1,426,4
696.7,16.20233,43,1959,0,0,2,1,1241,12
482.1,9.452941,51,1986,0,0,1,1,1212,12
714.4,12.31724,58,1938,0,0,1,1,1213,12
771.7,8.973256,86,1957,0,0,1,1,424,4
831,15.67924,53,1980,0,0,1,1,1133,11
1126.4,19.09153,59,1994,0,0,1,1,2149,21
1483.5,20.32192,73,1963,0,0,1,1,711,7
1180,16.38889,72,1972,0,0,1,1,1013,10
745.9,11.65469,64,1935,0,0,1,1,2524,25
1165.7,12.27053,95,1918,0,0,2,0,372,4
558.7,19.26552,29,1957.5,0,0,2,1,360,4
781.5,12.21094,64,1918,0,0,1,1,163,2
400.2,11.11667,36,1955,0,0,2,1,411,4
586.3,5.33,110,1918,0,0,2,1,1243,12
553.7,19.775,28,1929,0,0,2,1,412,4
517.4,8.920691,58,1918,0,0,2,0,1243,12
501.1,15.65938,32,1972,0,0,1,1,1281,13
406.5,5.807143,70,1918,0,0,2,0,914,9
1010.5,16.84167,60,1959,0,0,2,1,210,2
834.7,24.55,34,1957,0,0,2,1,1243,12
1386.6,12.2708,113,1929,0,0,2,1,426,4
390.3,6.847368,57,1957.5,0,0,2,1,1261,13
1708.5,21.35625,80,1924,0,0,2,1,414,4
728.6,19.69189,37,1929,0,0,2,1,412,4
610.7,8.980883,68,1957.5,0,0,2,1,415,4
1005.1,12.8859,78,1980,0,0,2,1,350,4
183.4,3.986956,46,1918,0,0,1,1,1921,19
766.2,10.216,75,1972,0,0,2,1,732,7
519.6,13.32308,39,1968,0,0,1,1,1921,19
737.6,10.10411,73,1968,0,0,1,1,1921,19
686.5,10.56154,65,1959,0,0,1,1,1371,14
985.2,14.48824,68,1918,0,0,2,1,372,4
513.1,15.09118,34,1957,0,0,1,1,1241,12
609.9,12.198,50,1957.5,0,0,2,0,360,4
1006.8,14.38286,70,1961,0,0,1,1,2528,25
605.8,8.077333,75,1961,0,0,1,1,1013,10
526.6,12.8439,41,1957.5,0,0,2,0,531,5
906.5,10.79167,84,1991,0,0,1,1,1713,17
613.6,10.4,59,1957.5,0,0,1,0,1402,14
502.4,8.373333,60,1956,0,0,1,0,711,7
507.1,15.84688,32,1957.5,0,0,2,1,521,5
1250.9,18.39559,68,1979,0,0,1,1,1401,14
539.5,10.375,52,1960,0,0,2,1,561,6
947.5,14.14179,67,1939,0,0,2,1,941,9
1227.9,13.64333,90,1961,0,0,1,1,713,7
763.2,13.62857,56,1955,0,0,1,1,1713,17
589,10.51786,56,1962,0,0,2,1,360,4
1199.4,23.988,50,1972,1,0,1,1,1236,12
584.2,6.41978,91,1939,0,0,1,0,611,6
1039.2,17.91724,58,1984,0,0,1,1,2024,20
873,10.15116,86,1962,0,0,1,1,734,7
588.3,18.97742,31,1972,0,0,1,1,816,8
1400.3,17.95256,78,1955,0,0,1,1,1371,14
1123.4,19.70877,57,1972,0,0,2,1,425,4
557.8,4.727118,118,1918,0,0,1,1,822,8
1051.5,9.646789,109,1918,0,0,1,0,612,6
478.2,6.831429,70,1918,0,0,2,0,914,9
1050,12.80488,82,1985,0,0,1,1,1346,13
812.8,9.912195,82,1972,0,0,1,1,1643,16
1043.4,13.912,75,1971,0,0,1,1,1643,16
1230.8,14.48,85,1957.5,0,1,1,1,612,6
893,11.90667,75,1984,1,0,1,1,2149,21
601.5,7.914474,76,1918,0,0,2,0,532,5
1133.8,24.12341,47,1983,0,0,1,1,422,4
466.1,13.31714,35,1994,0,0,2,1,2144,21
1218.5,14.68072,83,1983,0,0,1,1,2146,21
1096.7,17.68871,62,1929,0,0,2,1,350,4
547.5,9.125,60,1918,0,0,2,0,942,9
993.4,17.73929,56,1957.5,0,0,1,1,1711,17
804.5,9.577381,84,1918,0,0,1,1,432,4
943.7,18.50392,51,1956,0,0,2,1,563,6
439.3,8.135185,54,1957.5,0,0,2,1,941,9
1011,7.776923,130,1918,0,0,1,1,1831,18
750.2,13.1614,57,1996,0,0,1,1,2523,25
957.6,19.54286,49,1957.5,0,0,1,1,927,9
978.9,22.76512,43,1972,0,0,1,1,1812,18
662.6,12.04727,55,1924,0,0,1,1,1714,17
645.7,15.37381,42,1918,0,0,1,1,552,6
814.3,13.57167,60,1954,0,0,1,1,1821,18
1332.9,12.11727,110,1983,0,0,1,1,1512,15
771,11.17391,69,1957,0,0,1,1,1621,16
586.3,8.257747,71,1983,0,0,1,1,1321,13
1107.9,11.079,100,1972,0,0,1,1,1342,13
1230.7,14.31046,86,1983,0,0,1,1,1541,15
980.2,24.505,40,1991,0,0,1,1,1636,16
948.3,10.9,87,1968,0,0,1,1,1942,19
391.6,13.05333,30,1972,0,0,1,1,1363,14
367.3,17.49047,21,1966,0,0,3,1,1853,19
540.5,7.612676,71,1963,0,0,1,1,713,7
633.9,6.535052,97,1918,1,0,2,1,925,9
505.5,8.153226,62,1955,0,0,1,1,2523,25
608.6,9.083582,67,1964,0,0,1,1,2441,24
1266.3,13.47128,94,1971,0,0,1,1,1012,10
751.1,13.4125,56,1972,0,0,1,1,2421,24
700.8,19.46667,36,1966,0,0,1,1,2421,24
1009.5,21.03125,48,1985,0,0,1,1,2421,24
1051.6,16.17846,65,1965,0,0,1,1,1112,11
466.6,5.425581,86,1960,1,0,1,1,2421,24
604.4,7.952632,76,1960,0,0,1,1,2421,24
799.9,8.601075,93,1955,1,0,1,1,1111,11
521.4,18.62143,28,1968,0,0,1,1,1112,11
1377.1,16.39405,84,1981,0,0,1,1,1133,11
1752.9,18.45158,95,1918,0,0,2,1,1238,12
483.2,6.442667,75,1918,0,0,2,1,360,4
1293.7,19.30895,67,1991,0,0,2,1,162,2
1087.2,15.98823,68,1970,0,0,1,1,711,7
717.1,11.03231,65,1957.5,0,0,1,1,711,7
731.5,14.92857,49,1983,0,0,1,1,1832,18
510.8,13.44211,38,1918,0,0,1,0,1713,17
666.6,9.949253,67,1936,0,0,2,0,943,9
730.2,20.86286,35,1918,0,0,2,1,231,2
206.2,5.426316,38,1957.5,0,0,1,1,811,8
1662.7,20.78375,80,1972,0,0,3,1,1331,13
2109.5,20.48058,103,1959,0,0,1,1,1821,18
1889.2,14.53231,130,1929,0,0,2,1,331,3
871,11.61333,75,1957.5,0,0,1,1,1516,15
1706.3,16.72843,102,1918,1,0,2,1,360,4
1290.4,16.33418,79,1986,0,0,1,1,1921,19
914.4,17.58462,52,1929,0,0,1,1,543,5
642.1,11.89074,54,1966,0,0,1,1,1955,20
634.9,17.63611,36,1967,0,0,1,1,1934,19
555.2,14.61053,38,1957.5,0,0,2,1,942,9
1128.4,19.45517,58,1957.5,0,0,2,1,941,9
1155.3,12.69561,91,1979,0,0,1,1,1611,16
965.8,19.7102,49,1994,0,1,1,1,1361,14
842.4,8.775001,96,1939,0,0,1,0,816,8
1655.4,15.32778,108,1994.5,1,1,1,1,2513,25
797.4,15.04528,53,1939,0,0,2,1,2523,25
1102,19,58,1983,0,0,2,1,2529,25
553.6,9.544827,58,1954,0,0,1,0,2524,25
628.4,9.241177,68,1960,0,0,1,1,623,6
1009.2,18.34909,55,1981,0,0,1,1,611,6
314.7,5.827778,54,1955,0,0,1,0,623,6
711.5,9.881945,72,1968,0,0,1,1,1321,13
967.6,21.50222,45,1992,0,0,2,1,930,9
671.7,19.19143,35,1972,0,0,2,1,943,9
1290.6,13.03636,99,1939,0,1,2,1,914,9
358,5.114286,70,1918,0,0,2,0,913,9
1150.8,17.43637,66,1972,1,0,1,1,2024,20
536.2,14.11053,38,1970,0,0,1,1,2033,20
1122.7,9.434453,119,1939,0,0,2,0,531,5
1212.8,13.94023,87,1962,0,0,1,1,822,8
355.5,9.355263,38,1972,0,0,1,1,1913,19
667.1,14.82444,45,1971,0,0,1,1,2221,22
275.4,3.202326,86,1929,0,0,1,0,1812,18
952.2,11.47229,83,1972,0,0,1,1,1821,18
1196.9,11.969,100,1983,0,0,1,1,1342,13
757.9,13.29649,57,1955,0,0,1,1,963,10
946,21.02222,45,1941,0,0,1,1,1924,19
2031.7,17.51465,116,1964,1,1,2,1,2023,20
552.5,18.41667,30,1972,0,0,2,1,914,9
1100.1,16.17794,68,1963,0,0,1,1,1022,10
1498.5,20.25,74,1986,0,0,2,1,2035,20
849.2,10.615,80,1973,0,0,1,1,2111,21
790.6,10.1359,78,1963,0,0,2,1,2134,21
983.1,19.27647,51,1989,0,0,1,1,1636,16
992.2,17.1069,58,1918,0,0,2,1,426,4
3024.8,18.905,160,1918,1,0,2,1,251,3
683.7,12.20893,56,1918,0,0,1,1,816,8
599.6,26.06956,23,1969,0,0,2,1,372,4
822.9,10.41646,79,1991,0,0,2,1,1634,16
938.1,16.17414,58,1958,0,0,1,1,1926,19
2857.6,18.43613,155,1918,0,0,2,1,1263,13
525,9.545455,55,1939,0,0,2,1,273,3
1094.1,12.15667,90,1962,0,0,1,1,1122,11
956.8,15.1873,63,1979,0,1,1,1,422,4
806.3,15.21321,53,1996,0,1,1,1,962,10
1590.4,14.86355,107,1972,0,0,3,1,911,9
1072.5,21.45,50,1991,0,0,2,1,930,9
494.3,16.47667,30,1965,0,0,1,1,1934,19
441.9,14.73,30,1965,0,0,1,1,1934,19
838.1,27.03548,31,1957.5,1,0,2,1,1261,13
969.8,22.04091,44,1994,0,0,1,1,612,6
1115.2,14.29743,78,1959,0,0,1,1,723,7
576.6,8.605969,67,1957.5,0,0,2,1,321,3
1406.3,15.28587,92,1957.5,0,0,2,1,374,4
676.8,15.38182,44,1985,0,0,1,1,1346,13
1227.6,12.7875,96,1979,0,0,1,1,2024,20
643.2,13.4,48,1939,0,0,2,1,210,2
547.9,10.33774,53,1957.5,0,0,2,0,372,4
529.5,13.93421,38,1929,0,0,1,1,122,1
772.8,25.76,30,1959,0,0,2,1,512,5
780.2,12.19063,64,1973,0,0,2,1,331,3
553.2,9.878572,56,1957.5,0,0,2,1,231,2
544.1,11.33542,48,1939,0,0,1,1,1011,10
691.9,10.48333,66,1957.5,0,0,2,1,411,4
634,10.22581,62,1939,0,0,1,1,916,9
936.3,11.8519,79,1971,0,0,1,1,962,10
1090.3,17.03594,64,1924,0,0,2,1,941,9
572.9,7.44026,77,1918,0,0,2,0,414,4
875.9,9.123959,96,1918,0,0,2,0,414,4
1024.8,12.65185,81,1957.5,0,0,1,1,2135,21
602.2,11.58077,52,1957.5,0,0,1,1,1911,19
472,15.73333,30,1957.5,0,0,2,1,1263,13
711.2,19.22162,37,1974,0,0,1,1,915,9
789.9,15.798,50,1929,0,0,3,1,1263,13
1576.4,13.35932,118,1924,0,0,2,1,1853,19
